dataset,method,gene,fdr,essential
CRISPRi.RT112,PinAPL-py,RPL6,1.88737914186e-15,1
CRISPRi.RT112,PinAPL-py,NUP93,2.10942374679e-15,1
CRISPRi.RT112,PinAPL-py,RPL36,2.10942374679e-15,1
CRISPRi.RT112,PinAPL-py,RPS8,2.10942374679e-15,1
CRISPRi.RT112,PinAPL-py,POLA1,3.44169137634e-15,1
CRISPRi.RT112,PinAPL-py,RPS7,0.129363614203,1
CRISPRi.RT112,PinAPL-py,RPS19,0.149679668127,1
CRISPRi.RT112,PinAPL-py,PSMA3,0.164435462065,1
CRISPRi.RT112,PinAPL-py,RPL30,0.19253302652,1
CRISPRi.RT112,PinAPL-py,POLR2D,0.357578212174,1
CRISPRi.RT112,PinAPL-py,NUP205,0.783436400945,1
CRISPRi.RT112,PinAPL-py,PSMC2,0.843181617822,1
CRISPRi.RT112,PinAPL-py,NUP54,0.898120840085,1
CRISPRi.RT112,PinAPL-py,PSMD7,0.956377838896,1
CRISPRi.RT112,PinAPL-py,RPL3,0.981369153198,1
CRISPRi.RT112,PinAPL-py,PSMD11,0.993244937312,1
CRISPRi.RT112,PinAPL-py,POLR2A,0.996218596867,1
CRISPRi.RT112,PinAPL-py,NUP133,0.999980153213,1
CRISPRi.RT112,PinAPL-py,COPB1,0.999999396842,1
CRISPRi.RT112,PinAPL-py,RPS11,0.999999396842,1
CRISPRi.RT112,PinAPL-py,ABCG8,1,0
CRISPRi.RT112,PinAPL-py,ADH7,1,0
CRISPRi.RT112,PinAPL-py,CABP5,1,0
CRISPRi.RT112,PinAPL-py,COPA,1,1
CRISPRi.RT112,PinAPL-py,COPS2,1,1
CRISPRi.RT112,PinAPL-py,COPS4,1,1
CRISPRi.RT112,PinAPL-py,COPS6,1,1
CRISPRi.RT112,PinAPL-py,COPS8,1,1
CRISPRi.RT112,PinAPL-py,CRYGB,1,0
CRISPRi.RT112,PinAPL-py,CYP7A1,1,0
CRISPRi.RT112,PinAPL-py,DEFB129,1,0
CRISPRi.RT112,PinAPL-py,DMRTB1,1,0
CRISPRi.RT112,PinAPL-py,DMRTC2,1,0
CRISPRi.RT112,PinAPL-py,FAM71B,1,0
CRISPRi.RT112,PinAPL-py,FCRL4,1,0
CRISPRi.RT112,PinAPL-py,HTR3D,1,0
CRISPRi.RT112,PinAPL-py,IL1F10,1,0
CRISPRi.RT112,PinAPL-py,IL22,1,0
CRISPRi.RT112,PinAPL-py,KRT25,1,0
CRISPRi.RT112,PinAPL-py,KRT74,1,0
CRISPRi.RT112,PinAPL-py,KRT77,1,0
CRISPRi.RT112,PinAPL-py,KRT9,1,0
CRISPRi.RT112,PinAPL-py,LHX5,1,0
CRISPRi.RT112,PinAPL-py,LUZP4,1,0
CRISPRi.RT112,PinAPL-py,LYZL6,1,0
CRISPRi.RT112,PinAPL-py,MAGEB3,1,0
CRISPRi.RT112,PinAPL-py,MRGPRD,1,0
CRISPRi.RT112,PinAPL-py,NLRP5,1,0
CRISPRi.RT112,PinAPL-py,NPHS2,1,0
CRISPRi.RT112,PinAPL-py,NPSR1,1,0
CRISPRi.RT112,PinAPL-py,NUP98,1,1
CRISPRi.RT112,PinAPL-py,OC90,1,0
CRISPRi.RT112,PinAPL-py,OLIG2,1,0
CRISPRi.RT112,PinAPL-py,OR12D2,1,0
CRISPRi.RT112,PinAPL-py,OR52E8,1,0
CRISPRi.RT112,PinAPL-py,OR9Q2,1,0
CRISPRi.RT112,PinAPL-py,OTUD6A,1,0
CRISPRi.RT112,PinAPL-py,PIWIL3,1,0
CRISPRi.RT112,PinAPL-py,PLA2G2E,1,0
CRISPRi.RT112,PinAPL-py,POLR2F,1,1
CRISPRi.RT112,PinAPL-py,POU4F2,1,0
CRISPRi.RT112,PinAPL-py,PSMB2,1,1
CRISPRi.RT112,PinAPL-py,PSMB3,1,1
CRISPRi.RT112,PinAPL-py,PSMC1,1,1
CRISPRi.RT112,PinAPL-py,PSMC4,1,1
CRISPRi.RT112,PinAPL-py,PSMD6,1,1
CRISPRi.RT112,PinAPL-py,RNASE9,1,0
CRISPRi.RT112,PinAPL-py,RPL18A,1,1
CRISPRi.RT112,PinAPL-py,RPL27,1,1
CRISPRi.RT112,PinAPL-py,RPL35A,1,1
CRISPRi.RT112,PinAPL-py,RPL5,1,1
CRISPRi.RT112,PinAPL-py,RPL9,1,1
CRISPRi.RT112,PinAPL-py,RPS13,1,1
CRISPRi.RT112,PinAPL-py,RPS27,1,1
CRISPRi.RT112,PinAPL-py,RPS3A,1,1
CRISPRi.RT112,PinAPL-py,RPS9,1,1
CRISPRi.RT112,PinAPL-py,RPTN,1,0
CRISPRi.RT112,PinAPL-py,RXFP2,1,0
CRISPRi.RT112,PinAPL-py,SAGE1,1,0
CRISPRi.RT112,PinAPL-py,SPATA16,1,0
CRISPRi.RT112,PinAPL-py,TAAR1,1,0
CRISPRi.RT112,PinAPL-py,TAAR8,1,0
CRISPRi.RT112,PinAPL-py,TAS2R13,1,0
CRISPRi.RT112,PinAPL-py,TAS2R9,1,0
CRISPRi.RT112,PinAPL-py,TGM6,1,0
CRISPRi.RT112,PinAPL-py,TPH2,1,0
CRISPRi.RT112,PinAPL-py,TRIM42,1,0
CRISPRi.RT112,PinAPL-py,VN1R2,1,0
CRISPRi.RT112,ScreenBEAM,NUP93,1.1783745201853101e-5,1
CRISPRi.RT112,ScreenBEAM,RPL34,9.775213736090648e-4,1
CRISPRi.RT112,ScreenBEAM,POLR2D,0.0045227388536612225,1
CRISPRi.RT112,ScreenBEAM,POLA1,6.27055344541226e-4,1
CRISPRi.RT112,ScreenBEAM,PSMA3,0.008932641475497934,1
CRISPRi.RT112,ScreenBEAM,RPL6,0.0029217513144124945,1
CRISPRi.RT112,ScreenBEAM,POLR2A,0.050115090297317144,1
CRISPRi.RT112,ScreenBEAM,COPB1,0.09532090948756577,1
CRISPRi.RT112,ScreenBEAM,RPL11,0.0016054706834126731,1
CRISPRi.RT112,ScreenBEAM,COPZ1,0.001093585817250679,1
CRISPRi.RT112,ScreenBEAM,NUP205,0.036742359273417534,1
CRISPRi.RT112,ScreenBEAM,PSMD1,0.0029217513144124945,1
CRISPRi.RT112,ScreenBEAM,RPS8,0.013361558743850676,1
CRISPRi.RT112,ScreenBEAM,RPS7,0.013372733862379525,1
CRISPRi.RT112,ScreenBEAM,RPS24,8.051258084800484e-4,1
CRISPRi.RT112,ScreenBEAM,RPL36,0.052694590602054135,1
CRISPRi.RT112,ScreenBEAM,RPS11,0.1863450480324488,1
CRISPRi.RT112,ScreenBEAM,RPS27,0.10970761273957703,1
CRISPRi.RT112,ScreenBEAM,RPL30,0.21104833421871735,1
CRISPRi.RT112,ScreenBEAM,PSMD7,0.051392132883536404,1
CRISPRi.RT112,ScreenBEAM,PSMD11,0.2500315681285127,1
CRISPRi.RT112,ScreenBEAM,COPA,0.2155460444151096,1
CRISPRi.RT112,ScreenBEAM,PSMD6,0.274536859518248,1
CRISPRi.RT112,ScreenBEAM,PSMC2,0.22508196400545688,1
CRISPRi.RT112,ScreenBEAM,NUP133,0.2771227637572266,1
CRISPRi.RT112,ScreenBEAM,RPL5,0.30004372625559683,1
CRISPRi.RT112,ScreenBEAM,RPS19,0.10970761273957703,1
CRISPRi.RT112,ScreenBEAM,NUP54,0.1652420523555802,1
CRISPRi.RT112,ScreenBEAM,RPL3,0.4967600680547253,1
CRISPRi.RT112,ScreenBEAM,PSMC1,0.6645603690430113,1
CRISPRi.RT112,ScreenBEAM,NUP98,0.3771355720051064,1
CRISPRi.RT112,ScreenBEAM,RPL18A,0.6906415072629405,1
CRISPRi.RT112,ScreenBEAM,POLR2F,0.6199383937458479,1
CRISPRi.RT112,ScreenBEAM,COPS4,0.7939540189838178,1
CRISPRi.RT112,ScreenBEAM,RPL9,0.9561812294434483,1
CRISPRi.RT112,ScreenBEAM,RPL27,1,1
CRISPRi.RT112,ScreenBEAM,RPL35A,1,1
CRISPRi.RT112,ScreenBEAM,RPS3A,1,1
CRISPRi.RT112,ScreenBEAM,TAS2R9,1,0
CRISPRi.RT112,ScreenBEAM,PSMB3,1,1
CRISPRi.RT112,ScreenBEAM,VN1R2,1,0
CRISPRi.RT112,ScreenBEAM,POU4F2,1,0
CRISPRi.RT112,ScreenBEAM,TAS2R13,1,0
CRISPRi.RT112,ScreenBEAM,PIWIL3,1,0
CRISPRi.RT112,ScreenBEAM,RPS9,1,1
CRISPRi.RT112,ScreenBEAM,PSMB2,1,1
CRISPRi.RT112,ScreenBEAM,PSMC4,1,1
CRISPRi.RT112,ScreenBEAM,TPH2,1,0
CRISPRi.RT112,ScreenBEAM,COPS6,1,1
CRISPRi.RT112,ScreenBEAM,OR12D2,1,0
CRISPRi.RT112,ScreenBEAM,ADH7,1,0
CRISPRi.RT112,ScreenBEAM,PLA2G2E,1,0
CRISPRi.RT112,ScreenBEAM,FAM71B,1,0
CRISPRi.RT112,ScreenBEAM,KRT77,1,0
CRISPRi.RT112,ScreenBEAM,OTUD6A,1,0
CRISPRi.RT112,ScreenBEAM,RXFP2,1,0
CRISPRi.RT112,ScreenBEAM,SAGE1,1,0
CRISPRi.RT112,ScreenBEAM,TAAR1,1,0
CRISPRi.RT112,ScreenBEAM,NLRP5,1,0
CRISPRi.RT112,ScreenBEAM,TRIM42,1,0
CRISPRi.RT112,ScreenBEAM,RNASE9,1,0
CRISPRi.RT112,ScreenBEAM,FCRL4,1,0
CRISPRi.RT112,ScreenBEAM,NPHS2,1,0
CRISPRi.RT112,ScreenBEAM,IL22,1,0
CRISPRi.RT112,ScreenBEAM,LUZP4,1,0
CRISPRi.RT112,ScreenBEAM,CYP7A1,1,0
CRISPRi.RT112,ScreenBEAM,NPSR1,1,0
CRISPRi.RT112,ScreenBEAM,DEFB129,1,0
CRISPRi.RT112,ScreenBEAM,IL1F10,1,0
CRISPRi.RT112,ScreenBEAM,RPS13,1,1
CRISPRi.RT112,ScreenBEAM,COPS8,1,1
CRISPRi.RT112,ScreenBEAM,DMRTB1,1,0
CRISPRi.RT112,ScreenBEAM,HTR3D,1,0
CRISPRi.RT112,ScreenBEAM,RPTN,1,0
CRISPRi.RT112,ScreenBEAM,CRYGB,1,0
CRISPRi.RT112,ScreenBEAM,KRT74,1,0
CRISPRi.RT112,ScreenBEAM,KRT25,1,0
CRISPRi.RT112,ScreenBEAM,OR52E8,1,0
CRISPRi.RT112,ScreenBEAM,OR9Q2,1,0
CRISPRi.RT112,ScreenBEAM,LYZL6,1,0
CRISPRi.RT112,ScreenBEAM,TAAR8,1,0
CRISPRi.RT112,ScreenBEAM,MAGEB3,1,0
CRISPRi.RT112,ScreenBEAM,ABCG8,1,0
CRISPRi.RT112,ScreenBEAM,LHX5,1,0
CRISPRi.RT112,ScreenBEAM,DMRTC2,1,0
CRISPRi.RT112,ScreenBEAM,SPATA16,1,0
CRISPRi.RT112,ScreenBEAM,COPS2,1,1
CRISPRi.RT112,ScreenBEAM,OLIG2,1,0
CRISPRi.RT112,ScreenBEAM,OC90,1,0
CRISPRi.RT112,ScreenBEAM,TGM6,1,0
CRISPRi.RT112,ScreenBEAM,KRT9,1,0
CRISPRi.RT112,ScreenBEAM,MRGPRD,1,0
CRISPRi.RT112,ScreenBEAM,CABP5,1,0
